emp_no,title,last_name,first_name,to_date
29372,Assistant Engineer,Chinin,Parke,9999-01-01
100358,Engineer,Falby,Lucian,9999-01-01
214097,Staff,Kroon,Hideyuki,9999-01-01
430754,Senior Staff,Langford,Zengping,9999-01-01
222358,Staff,Pramanik,Vishv,9999-01-01
472066,Senior Engineer,Schurmann,Hugo,9999-01-01
203577,Senior Staff,Glowinski,Niteen,9999-01-01
493200,Assistant Engineer,Jansch,Feiyu,9999-01-01
254325,Technique Leader,Luiz,Khun,9999-01-01
85242,Staff,Ernst,Kirk,9999-01-01
46318,Senior Engineer,Vieth,Susumu,9999-01-01
55914,Assistant Engineer,Thibadeau,Lobel,9999-01-01
435241,Senior Staff,Ciolek,Takahito,9999-01-01
279308,Senior Engineer,Kopetz,Ziva,9999-01-01
216233,Senior Engineer,Crooks,Sushant,9999-01-01
99649,Engineer,Berstel,Danny,9999-01-01
37131,Engineer,Koblitz,Conor,9999-01-01
419263,Technique Leader,Ramsay,Wojceich,9999-01-01
295221,Senior Staff,Hofting,Tomokazu,9999-01-01
207856,Senior Staff,Terkki,Adit,9999-01-01
413146,Senior Engineer,Peot,Yifei,9999-01-01
476100,Senior Engineer,Landherr,Munir,9999-01-01
416768,Engineer,Chelton,Yuchang,9999-01-01
48108,Engineer,Cairo,Shaowei,9999-01-01
402067,Staff,Serna,Franziska,9999-01-01
298214,Senior Staff,Munch,Qiwen,9999-01-01
436148,Staff,Cairo,Basant,9999-01-01
455848,Senior Engineer,Penttonen,Pramod,9999-01-01
21206,Senior Engineer,Walstra,Krisda,9999-01-01
466244,Technique Leader,Antonisse,Radhakrishnan,9999-01-01
101808,Technique Leader,Hedayat,Atreye,9999-01-01
405973,Senior Engineer,Baezner,Mohit,9999-01-01
261856,Staff,Gente,Domenico,9999-01-01
70354,Engineer,Gammage,Minghong,9999-01-01
299555,Senior Engineer,Lanzelotte,Mahendra,9999-01-01
462038,Staff,Angot,Gianluca,9999-01-01
445249,Senior Staff,Gargeya,Nobuyoshi,9999-01-01
450524,Senior Staff,Naumovich,Pantung,9999-01-01
472375,Senior Staff,Weedon,Ranan,9999-01-01
214401,Senior Staff,Sanella,Jiakeng,9999-01-01
74151,Senior Staff,Bahl,Munehiro,9999-01-01
219548,Staff,Naumovich,Anestis,9999-01-01
59860,Staff,Parfitt,Jiang,9999-01-01
239873,Engineer,Baaz,Mohd,9999-01-01
67570,Staff,Baig,Odysseas,9999-01-01
411882,Senior Staff,Akazan,Youjian,9999-01-01
493209,Senior Staff,Zizka,Mani,9999-01-01
460913,Technique Leader,Baer,Kwangho,9999-01-01
21321,Senior Engineer,Raney,Laurentiu,9999-01-01
250376,Senior Staff,Leijenhorst,Boutros,9999-01-01
482157,Engineer,Mitzlaff,Oscar,9999-01-01
208035,Technique Leader,Asser,Marco,9999-01-01
226782,Staff,Beerel,Jaber,9999-01-01
400157,Staff,Cochrane,Lenore,9999-01-01
480369,Senior Staff,Desikan,Bluma,9999-01-01
480855,Senior Engineer,Trumbly,Ottavia,9999-01-01
77481,Staff,Picel,Kitty,9999-01-01
224595,Senior Engineer,Langford,Menkae,9999-01-01
210477,Engineer,Keirsey,DeForest,9999-01-01
99687,Engineer,Yavatkar,Barna,9999-01-01
462062,Senior Staff,Einsfeld,Francoise,9999-01-01
295653,Senior Engineer,Encarnacion,Fei,9999-01-01
249534,Engineer,Zykh,Tran,9999-01-01
251272,Engineer,Heuser,Akeel,9999-01-01
445701,Senior Staff,Naumovich,Luigi,9999-01-01
271300,Staff,Curless,Gilbert,9999-01-01
230468,Engineer,Zweizig,Takahito,9999-01-01
26990,Senior Staff,Gihr,Ranga,9999-01-01
243167,Senior Engineer,Cusworth,Flemming,9999-01-01
486753,Senior Staff,Hitomi,Chinho,9999-01-01
43013,Senior Staff,Petersohn,Mechthild,9999-01-01
423959,Senior Staff,Fabrizio,Guttorm,9999-01-01
415124,Engineer,Dalphin,Sugwoo,9999-01-01
208875,Engineer,Garnham,Syozo,9999-01-01
280212,Technique Leader,Heemskerk,Chanjung,9999-01-01
246253,Staff,Jansen,Neven,9999-01-01
70091,Staff,Haldar,Vasilii,9999-01-01
249238,Staff,Lampe,Khaled,9999-01-01
226671,Senior Engineer,Coullard,Mostafa,9999-01-01
68780,Technique Leader,Itschner,Berni,9999-01-01
417466,Senior Staff,Trumbly,Cathie,9999-01-01
98060,Staff,Speckmann,Tzvetan,9999-01-01
446264,Engineer,Barriga,Kasturi,9999-01-01
26369,Senior Engineer,Sewelson,Kiyotoshi,9999-01-01
434549,Senior Staff,Quaggetto,Sachio,9999-01-01
488222,Senior Staff,Kleiser,Taisook,9999-01-01
108713,Engineer,Heering,Yinghua,9999-01-01
19839,Senior Engineer,Hempstead,Tadahiro,9999-01-01
230622,Technique Leader,Quittner,Unal,9999-01-01
99451,Senior Staff,Riexinger,Guenter,9999-01-01
202446,Engineer,Rouquie,Abdelghani,9999-01-01
478589,Assistant Engineer,Leppanen,Peternela,9999-01-01
416823,Engineer,Guerreiro,Indrajit,9999-01-01
219462,Staff,Uludag,Quingbo,9999-01-01
105075,Senior Engineer,Keohane,Kiyotoshi,9999-01-01
90778,Senior Engineer,Kaiserswerth,Leucio,9999-01-01
472692,Senior Staff,Danecki,IEEE,9999-01-01
251004,Engineer,Nastansky,Kwangjo,9999-01-01
76293,Senior Engineer,Reinhart,Nagui,9999-01-01
51662,Senior Engineer,Varman,Shir,9999-01-01
469243,Staff,Rissland,Sadegh,9999-01-01
12037,Staff,Katzenelson,Arunas,9999-01-01
448495,Senior Engineer,Scharstein,Goncalo,9999-01-01
211323,Senior Staff,Collavizza,Margo,9999-01-01
99210,Engineer,Morrin,Irene,9999-01-01
21675,Engineer,Genin,Vishu,9999-01-01
486631,Senior Engineer,Szmurlo,Elgin,9999-01-01
409865,Senior Engineer,Ishibashi,Woody,9999-01-01
27677,Engineer,Peak,Mohammed,9999-01-01
97782,Engineer,Openshaw,Taiji,9999-01-01
42886,Senior Engineer,Malabarba,JoAnna,9999-01-01
72739,Senior Engineer,Sinicrope,Constantino,9999-01-01
285641,Staff,Reghbati,Naraig,9999-01-01
228095,Senior Engineer,Suppi,DAIDA,9999-01-01
493715,Assistant Engineer,Binding,Dipayan,9999-01-01
447021,Senior Staff,Denna,Shigeu,9999-01-01
226573,Engineer,Penn,Nathan,9999-01-01
103759,Staff,Rajaraman,Rance,9999-01-01
234397,Staff,Oskamp,Tsz,9999-01-01
480091,Engineer,Shimshoni,Morris,9999-01-01
81303,Senior Staff,Berstel,Ghassan,9999-01-01
443717,Engineer,Erdi,Hugh,9999-01-01
408589,Senior Engineer,Pietrzykowski,Chikako,9999-01-01
83168,Staff,Danner,Yechiam,9999-01-01
455009,Staff,Birta,Udaiprakash,9999-01-01
219116,Senior Staff,Sgarro,Jinxi,9999-01-01
57834,Senior Engineer,Demeyer,Hideyuki,9999-01-01
37318,Staff,Isard,Alejandro,9999-01-01
268139,Senior Engineer,Fritzsche,Ramachenga,9999-01-01
58080,Senior Staff,Birta,Hideyuki,9999-01-01
436822,Technique Leader,Yavatkar,Nahid,9999-01-01
261575,Senior Staff,Comte,Maha,9999-01-01
95549,Staff,Sooriamurthi,Arun,9999-01-01
38791,Senior Engineer,Meszaros,Bingning,9999-01-01
412516,Engineer,Alameldin,Lenore,9999-01-01
205112,Senior Staff,Quaggetto,Masanao,9999-01-01
80851,Engineer,Escriba,Sastry,9999-01-01
473783,Senior Staff,Marchegay,Steve,9999-01-01
481588,Assistant Engineer,Stranks,Jessie,9999-01-01
47088,Staff,Melski,Oddvar,9999-01-01
460652,Engineer,Back,Joydip,9999-01-01
232107,Engineer,Baby,Boutros,9999-01-01
273129,Senior Staff,Whitcomb,Sumant,9999-01-01
450354,Senior Staff,Cesareni,Yagil,9999-01-01
97114,Engineer,Monkewich,Paraskevi,9999-01-01
102777,Senior Engineer,Stille,Fumiko,9999-01-01
86047,Engineer,Suppi,Ebru,9999-01-01
257485,Staff,Schade,JoAnne,9999-01-01
208975,Senior Engineer,Honglei,Giordano,9999-01-01
22549,Staff,Michaels,Reinhard,9999-01-01
429601,Senior Staff,Driscoll,Stafford,9999-01-01
449139,Senior Engineer,Melton,Moni,9999-01-01
43806,Staff,Fontan,Chenye,9999-01-01
21206,Assistant Engineer,Walstra,Krisda,9999-01-01
495467,Engineer,Schaaf,Val,9999-01-01
491850,Senior Staff,Lunt,Marsal,9999-01-01
420960,Engineer,Chenoweth,Ebbe,9999-01-01
83515,Senior Engineer,Collavizza,Fay,9999-01-01
425585,Senior Engineer,Heemskerk,Mack,9999-01-01
282392,Senior Engineer,Hooghiemstra,Wonhee,9999-01-01
277029,Staff,Bade,Fumiyo,9999-01-01
290298,Senior Engineer,Kuszyk,Ziyad,9999-01-01
485798,Staff,Georgakopoulos,Barun,9999-01-01
409162,Staff,Narwekar,Nevio,9999-01-01
61732,Engineer,Gini,Moie,9999-01-01
277276,Engineer,Figueira,Marsha,9999-01-01
208086,Engineer,Barinka,Utpal,9999-01-01
250883,Staff,Fendler,Eishiro,9999-01-01
282221,Engineer,Kriebel,Soenke,9999-01-01
251703,Senior Staff,Chelton,Djelloul,9999-01-01
240669,Senior Engineer,Azulay,Jeanna,9999-01-01
232834,Senior Engineer,Poehlman,Chinhyun,9999-01-01
292904,Senior Staff,Uhrik,Gopalakrishnan,9999-01-01
230046,Engineer,Hoppenstand,Nobuyoshi,9999-01-01
210620,Staff,Bierman,Anyuan,9999-01-01
403593,Technique Leader,Anandan,Lucian,9999-01-01
247876,Engineer,Beetstra,Felicidad,9999-01-01
222994,Senior Engineer,Munawer,Valeska,9999-01-01
438610,Staff,Dulin,Soenke,9999-01-01
247559,Senior Staff,Szilard,Yechezkel,9999-01-01
91325,Senior Staff,Beutelspacher,Phillip,9999-01-01
103059,Technique Leader,Mondadori,Hatem,9999-01-01
97252,Engineer,Markovitch,Saniya,9999-01-01
469546,Engineer,Ginesta,Krassimir,9999-01-01
267259,Staff,Skafidas,Takahito,9999-01-01
206771,Engineer,Lores,Ferdinand,9999-01-01
53217,Senior Engineer,Heystek,Shem,9999-01-01
28478,Assistant Engineer,Simmen,Chiradeep,9999-01-01
220202,Senior Staff,Menhardt,Mats,9999-01-01
107134,Engineer,Rosti,Oscar,9999-01-01
405382,Senior Staff,Mansanne,Kamakshi,9999-01-01
495895,Senior Staff,Heemskerk,Yuichiro,9999-01-01
473719,Senior Staff,Mattern,Bader,9999-01-01
238245,Senior Engineer,Diderrich,Richard,9999-01-01
69387,Senior Engineer,Mitsuhashi,Danny,9999-01-01
28082,Engineer,Sudbeck,Michaela,9999-01-01
239332,Senior Staff,Bael,Nimmagadda,9999-01-01
101833,Senior Staff,Couchot,Cordelia,9999-01-01
34605,Senior Engineer,Middleton,Arunachalam,9999-01-01
17520,Senior Engineer,Keohane,Shahab,9999-01-01
290720,Engineer,Randt,Gunilla,9999-01-01
483386,Senior Engineer,Horswill,Marla,9999-01-01
294141,Senior Staff,Pulkowski,Goo,9999-01-01
277187,Staff,Shinomoto,Arlette,9999-01-01
475581,Engineer,Veccia,Perla,9999-01-01
16851,Staff,Stasinski,Leon,9999-01-01
408662,Senior Engineer,Erva,Rildo,9999-01-01
497320,Senior Staff,Ghalwash,Boguslaw,9999-01-01
221908,Engineer,Vieri,Wayne,9999-01-01
419543,Senior Staff,Nitsch,Abdelghani,9999-01-01
298819,Engineer,Showalter,Kinh,9999-01-01
66526,Engineer,Casley,Uwe,9999-01-01
56038,Staff,Murthy,Herbert,9999-01-01
433293,Engineer,Mansanne,Emran,9999-01-01
430596,Senior Engineer,Stanger,Gill,9999-01-01
212902,Staff,Speckmann,Shounak,9999-01-01
38701,Senior Engineer,Irland,Kristian,9999-01-01
100698,Senior Staff,Atrawala,Gino,9999-01-01
79177,Technique Leader,Herbst,Mooi,9999-01-01
91126,Senior Engineer,Piazza,Constantijn,9999-01-01
64401,Engineer,Swiss,Kristin,9999-01-01
234092,Engineer,Rusmann,Mabry,9999-01-01
88421,Senior Staff,Kusalik,Mariusz,9999-01-01
78692,Senior Engineer,Nollmann,Turgut,9999-01-01
58691,Staff,England,Narain,9999-01-01
225995,Assistant Engineer,Gniady,Khoa,9999-01-01
96865,Senior Engineer,Ulupinar,Josyula,9999-01-01
13332,Senior Engineer,Pearson,Nidapan,9999-01-01
476815,Senior Staff,Camurati,Yonghong,9999-01-01
432267,Senior Staff,Rosen,Siddarth,9999-01-01
298453,Senior Staff,Encarnacion,Takahiro,9999-01-01
461545,Engineer,Highland,Mooi,9999-01-01
215523,Staff,Emmerich,Feixiong,9999-01-01
250080,Engineer,Nitsche,Zhensheng,9999-01-01
265157,Senior Staff,Aamodt,Narain,9999-01-01
458798,Engineer,Rotem,Persi,9999-01-01
298261,Engineer,Mateescu,Tommaso,9999-01-01
465521,Senior Engineer,Mersereau,KayLiang,9999-01-01
282552,Staff,Koshino,Yakkov,9999-01-01
271915,Engineer,Anandan,Zhenbing,9999-01-01
82234,Senior Engineer,Woycyznski,Christoper,9999-01-01
472719,Staff,Lammel,Arunas,9999-01-01
459877,Staff,Demir,Shem,9999-01-01
204187,Staff,Simmel,Wayne,9999-01-01
101721,Engineer,Cooke,Hidefumi,9999-01-01
281510,Senior Staff,Demian,Douadi,9999-01-01
420362,Staff,Cooley,Uinam,9999-01-01
259002,Staff,Cummings,Karlis,9999-01-01
247963,Senior Engineer,Back,Charlene,9999-01-01
91746,Engineer,Cools,Kiam,9999-01-01
63324,Senior Engineer,Leuchs,Pintsang,9999-01-01
409738,Senior Engineer,Hainaut,Torsten,9999-01-01
102856,Staff,Peron,Bogdan,9999-01-01
478779,Senior Engineer,Vural,Ingmar,9999-01-01
18242,Engineer,Demian,Shichao,9999-01-01
428692,Senior Engineer,Versino,Tse,9999-01-01
456620,Senior Engineer,Avouris,Dekang,9999-01-01
60673,Staff,Benantar,Fay,9999-01-01
209721,Senior Staff,Heemskerk,Shaw,9999-01-01
425639,Senior Staff,Engelmann,Odysseas,9999-01-01
284343,Senior Engineer,Velardi,Jeanne,9999-01-01
32864,Staff,Stifter,Anyuan,9999-01-01
268436,Engineer,Onuegbe,Phuoc,9999-01-01
260222,Staff,Preusig,Berry,9999-01-01
464102,Senior Engineer,Maraist,Sibyl,9999-01-01
296761,Senior Staff,Chartres,Toshimi,9999-01-01
75066,Senior Staff,Mungall,Aiman,9999-01-01
99007,Staff,Ibel,Ugo,9999-01-01
282488,Senior Engineer,Keirsey,Jianhao,9999-01-01
421930,Staff,Mateescu,Chiradeep,9999-01-01
27548,Senior Staff,Riexinger,Slavian,9999-01-01
436490,Engineer,Willoner,Hsiangchu,9999-01-01
216102,Senior Staff,Vingron,Baziley,9999-01-01
429045,Engineer,Dolinsky,Pasqua,9999-01-01
467937,Senior Engineer,Lupu,Jeanne,9999-01-01
292378,Staff,Harllee,Mang,9999-01-01
239097,Engineer,Ratnaker,Sungwon,9999-01-01
48534,Senior Staff,Bultermann,Mountaz,9999-01-01
71100,Assistant Engineer,Karnin,Taisook,9999-01-01
421319,Senior Staff,Maccarone,Ranga,9999-01-01
266550,Staff,Rouquie,Yuriy,9999-01-01
224995,Senior Engineer,Kadhim,Chikara,9999-01-01
258927,Senior Staff,Kragelund,Fumiya,9999-01-01
497465,Staff,Anido,Halsur,9999-01-01
214935,Engineer,Hiroyama,Makato,9999-01-01
470767,Senior Engineer,Poehlman,Sachin,9999-01-01
439328,Engineer,Matzel,Arie,9999-01-01
43727,Engineer,Kilgore,Mats,9999-01-01
87951,Senior Engineer,Rohrbach,Ottavia,9999-01-01
53827,Engineer,Baek,Shan,9999-01-01
273015,Senior Staff,Blokdijk,Parviz,9999-01-01
256429,Engineer,Kaiserswerth,Takahiro,9999-01-01
248826,Technique Leader,Oxenboll,Jaana,9999-01-01
87679,Senior Staff,Marciano,Guenter,9999-01-01
87991,Senior Staff,Gubsky,Fusako,9999-01-01
296569,Senior Staff,Lindenbaum,Gila,9999-01-01
42104,Staff,Plesums,Dante,9999-01-01
210044,Senior Staff,Bergere,Ymte,9999-01-01
247942,Engineer,Merle,Marjo,9999-01-01
103939,Assistant Engineer,Begiun,Ugo,9999-01-01
68917,Senior Engineer,Peot,Menkae,9999-01-01
29719,Senior Staff,Takkinen,Sumant,9999-01-01
479398,Engineer,Petersohn,Danae,9999-01-01
215383,Senior Staff,Kushner,Xuejun,9999-01-01
202610,Senior Engineer,Bage,Berhard,9999-01-01
483983,Senior Staff,Ravishankar,Shigeu,9999-01-01
456487,Senior Staff,Dechter,Jouko,9999-01-01
95322,Senior Staff,Demizu,Remzi,9999-01-01
484730,Senior Engineer,Solovay,Subhrajyoti,9999-01-01
216599,Senior Staff,Pettey,Marsja,9999-01-01
16365,Senior Staff,Mellouli,Janalee,9999-01-01
203405,Staff,Giaccio,Alper,9999-01-01
433955,Senior Staff,Daescu,Niteen,9999-01-01
463067,Senior Engineer,Gyorkos,Oddvar,9999-01-01
22440,Staff,Restivo,Odinaldo,9999-01-01
476954,Staff,Talmon,Djelloul,9999-01-01
23561,Assistant Engineer,Zizka,Jingling,9999-01-01
411412,Engineer,Schaar,Hairong,9999-01-01
411091,Engineer,Domenig,Aloys,9999-01-01
440804,Senior Staff,Harllee,Fumiko,9999-01-01
258621,Engineer,Aloia,Arne,9999-01-01
254823,Senior Staff,Streit,Serif,9999-01-01
489005,Staff,Onuegbe,Gilbert,9999-01-01
273983,Engineer,Matzen,Manohar,9999-01-01
268219,Senior Engineer,Khamsi,Marsha,9999-01-01
222653,Engineer,Schahn,Zissis,9999-01-01
211361,Senior Staff,Candan,Garnet,9999-01-01
257505,Senior Staff,Conta,Eran,9999-01-01
18108,Staff,Genin,Sanjai,9999-01-01
418683,Staff,Lagarias,Tsuneo,9999-01-01
296829,Staff,Rothenberg,Jaroslava,9999-01-01
201444,Senior Engineer,Businaro,Hongzhu,9999-01-01
63341,Staff,Peck,Akeno,9999-01-01
89026,Senior Staff,Siprelle,Rafols,9999-01-01
107383,Staff,Pargas,Heon,9999-01-01
268264,Engineer,Peyn,Joydip,9999-01-01
283789,Staff,Piveteau,Navid,9999-01-01
476449,Senior Engineer,Tyugu,Tamiya,9999-01-01
226814,Engineer,Pollock,Zhenbing,9999-01-01
71979,Senior Staff,Kropp,Sugwoo,9999-01-01
445931,Staff,Falster,Amabile,9999-01-01
256629,Engineer,Jiang,Toong,9999-01-01
427883,Engineer,Vecchi,Boriana,9999-01-01
454798,Staff,Bazzichi,Richara,9999-01-01
438907,Technique Leader,Ecklund,Manibrata,9999-01-01
79477,Senior Staff,Gronowski,Teruyuki,9999-01-01
286550,Engineer,Furudate,Ghassan,9999-01-01
233278,Engineer,Eiron,Berto,9999-01-01
235382,Senior Staff,Pillow,Ghassan,9999-01-01
281708,Staff,Whitcomb,Amabile,9999-01-01
430524,Engineer,Schnabel,Baoqiu,9999-01-01
400484,Senior Staff,Beausoleil,JoAnne,9999-01-01
100965,Staff,Bultermann,Lucian,9999-01-01
410938,Staff,Borstler,Kensyu,9999-01-01
41422,Engineer,Ramamoorthy,Franziska,9999-01-01
431556,Engineer,Suermann,Katsuyuki,9999-01-01
261102,Senior Staff,Speckmann,Chaoyi,9999-01-01
289232,Staff,Simmen,Miyeon,9999-01-01
499357,Engineer,Hitomi,Frederique,9999-01-01
475573,Senior Staff,Luga,Jackson,9999-01-01
244249,Staff,Schach,Yifei,9999-01-01
414741,Senior Engineer,Hasham,Branimir,9999-01-01
239065,Senior Staff,Braunmuhl,Akhilish,9999-01-01
227689,Staff,Seuren,Dannz,9999-01-01
71399,Engineer,Rodier,Kasturi,9999-01-01
265550,Staff,Bottner,Fun,9999-01-01
80873,Senior Staff,Nishimukai,Marsal,9999-01-01
434794,Senior Staff,Piazza,Leni,9999-01-01
267575,Engineer,Falster,Lalit,9999-01-01
472209,Engineer,Thambidurai,Kasturi,9999-01-01
259248,Engineer,Hertweck,Chuanyi,9999-01-01
455966,Senior Staff,Rissanen,Guoxiang,9999-01-01
214741,Senior Engineer,Piazza,Xiahua,9999-01-01
97680,Engineer,Ravishankar,Shaowei,9999-01-01
96069,Senior Staff,Einsfeld,Yahiko,9999-01-01
467804,Staff,Merli,Billie,9999-01-01
473921,Senior Staff,Kamber,Pragnesh,9999-01-01
81861,Engineer,Walstra,Tesuro,9999-01-01
429294,Engineer,Salinas,Weijing,9999-01-01
479916,Senior Engineer,Kamber,Tianruo,9999-01-01
103835,Senior Engineer,Cyre,Masasuke,9999-01-01
253516,Senior Engineer,Poujol,Taizo,9999-01-01
103670,Senior Staff,Siepmann,Bernice,9999-01-01
103569,Senior Engineer,Rodier,Rayond,9999-01-01
261226,Staff,Baby,Zhaofang,9999-01-01
274935,Staff,Cannane,Christoper,9999-01-01
421199,Senior Engineer,Laurillard,Irene,9999-01-01
420074,Engineer,Gire,Kerryn,9999-01-01
280954,Senior Staff,Cappelletti,Raimond,9999-01-01
408742,Engineer,Aumann,Janalee,9999-01-01
106031,Senior Engineer,Peron,Hein,9999-01-01
440407,Staff,Arlazarov,Jixiang,9999-01-01
206199,Technique Leader,Hashii,Rafail,9999-01-01
30424,Engineer,Jenevein,Hsiangchu,9999-01-01
37478,Engineer,Mahmud,Kenton,9999-01-01
286429,Senior Staff,Acton,Gina,9999-01-01
39966,Staff,Beidas,Utpal,9999-01-01
10283,Senior Engineer,Birjandi,Kauko,9999-01-01
222960,Engineer,Garnick,Jaroslava,9999-01-01
281058,Assistant Engineer,Bressoud,Miomir,9999-01-01
93197,Staff,Magliocco,Arie,9999-01-01
424564,Senior Staff,Stasinski,Kristina,9999-01-01
217105,Staff,Soloway,Khedija,9999-01-01
235658,Staff,Gyorkos,Adil,9999-01-01
203180,Staff,Peac,Faiza,9999-01-01
75971,Senior Engineer,Kisuki,Honesty,9999-01-01
496647,Engineer,Tchuente,Branimir,9999-01-01
215244,Senior Engineer,Farrow,Duangkaew,9999-01-01
242072,Staff,Thiran,Suzette,9999-01-01
228284,Engineer,Ressouche,Along,9999-01-01
448466,Senior Staff,Zockler,Basil,9999-01-01
249645,Senior Engineer,Pokrovskii,Cathie,9999-01-01
69758,Senior Engineer,Yurov,Arup,9999-01-01
43996,Senior Engineer,Bodoff,Hiroyasu,9999-01-01
249429,Senior Engineer,Hainaut,Gill,9999-01-01
10258,Assistant Engineer,Ishibashi,Basil,9999-01-01
218267,Senior Engineer,Terekhov,Dzung,9999-01-01
478165,Senior Engineer,Brizzi,Toong,9999-01-01
97374,Senior Staff,Strandh,Kotesh,9999-01-01
458700,Senior Engineer,Cannard,Frazer,9999-01-01
240592,Senior Engineer,Kilgore,Duke,9999-01-01
52676,Senior Engineer,Melton,Baruch,9999-01-01
482994,Engineer,Garrabrants,Miyeon,9999-01-01
278058,Engineer,Gide,Gao,9999-01-01
101034,Engineer,Tyugu,Elgin,9999-01-01
200050,Engineer,Thorelli,Kensyu,9999-01-01
67967,Senior Engineer,Stille,Marin,9999-01-01
211644,Senior Staff,Trogemann,Menkae,9999-01-01
62026,Engineer,Zuberek,Shugo,9999-01-01
209657,Technique Leader,Lunn,Narain,9999-01-01
99050,Staff,Krichel,Stevo,9999-01-01
416503,Engineer,Validov,Xiahua,9999-01-01
65533,Senior Engineer,Mawatari,Monique,9999-01-01
415783,Senior Engineer,Puppe,Menkae,9999-01-01
214706,Staff,Kitai,Marlo,9999-01-01
245349,Senior Engineer,Falck,Xiaocheng,9999-01-01
234185,Engineer,Asmuth,Ramya,9999-01-01
272897,Senior Staff,Erde,Gila,9999-01-01
264689,Engineer,Rajcani,Sangeeta,9999-01-01
213407,Senior Staff,Mandell,Gino,9999-01-01
412988,Technique Leader,Fendler,Odysseas,9999-01-01
254016,Engineer,Bierman,Danel,9999-01-01
440960,Senior Engineer,Zirintsis,Moty,9999-01-01
202701,Senior Engineer,Molenkamp,Elgin,9999-01-01
400224,Staff,Ramsay,Bartek,9999-01-01
444590,Senior Engineer,Ranft,Bouchung,9999-01-01
200212,Staff,Suomi,Erez,9999-01-01
222624,Staff,Birdsall,Kenton,9999-01-01
263183,Senior Staff,Awdeh,Giri,9999-01-01
104503,Engineer,Kalefeld,Poornachandra,9999-01-01
203398,Senior Engineer,Ritzmann,Inderjeet,9999-01-01
25108,Engineer,Eterovic,Wanqing,9999-01-01
482078,Senior Engineer,Sanella,Ohad,9999-01-01
297563,Staff,Hedayat,Mechthild,9999-01-01
244784,Senior Staff,Matzen,Aris,9999-01-01
108176,Engineer,Piazza,Aksel,9999-01-01
44785,Senior Staff,Kriebel,Phule,9999-01-01
231736,Technique Leader,Peternell,Sverrir,9999-01-01
29739,Engineer,Comyn,Danil,9999-01-01
400484,Staff,Beausoleil,JoAnne,9999-01-01
93576,Staff,Thorensen,Xuedong,9999-01-01
466051,Staff,Giaccio,Keiichiro,9999-01-01
87028,Senior Engineer,Perfilyeva,Greger,9999-01-01
474176,Senior Engineer,Azuma,Shimshon,9999-01-01
420498,Senior Engineer,Sullins,Moti,9999-01-01
263088,Senior Staff,Undy,Xianlong,9999-01-01
238100,Engineer,Burnard,Koldo,9999-01-01
206999,Senior Staff,Colorni,Vivian,9999-01-01
107500,Senior Staff,Masada,Karoline,9999-01-01
444722,Senior Engineer,Hiraishi,Ibibia,9999-01-01
79566,Staff,Peron,Fumino,9999-01-01
77650,Engineer,Bennis,Idoia,9999-01-01
224317,Staff,Broomell,Felicidad,9999-01-01
55848,Staff,Ozeri,Anneli,9999-01-01
452541,Senior Staff,Strandh,Morris,9999-01-01
202023,Senior Engineer,Radivojevic,Mabhin,9999-01-01
230331,Technique Leader,Beutelspacher,Nidapan,9999-01-01
462955,Senior Engineer,Kusakabe,Eben,9999-01-01
82354,Senior Staff,Trogemann,Badri,9999-01-01
70751,Engineer,Heusch,Danil,9999-01-01
416003,Senior Engineer,Murtafg,Arumugam,9999-01-01
206711,Senior Staff,Oskamp,Visit,9999-01-01
100292,Staff,Zambonelli,Takanari,9999-01-01
22303,Senior Engineer,Lortz,Garnik,9999-01-01
19328,Engineer,Smeets,Yannik,9999-01-01
224117,Staff,Khasidashvili,Weiru,9999-01-01
220850,Senior Engineer,Lipner,KayLiang,9999-01-01
426119,Senior Staff,Herbst,Karsten,9999-01-01
496985,Senior Staff,Salinas,Jungsoon,9999-01-01
241589,Senior Staff,Silva,Rutger,9999-01-01
106133,Senior Staff,Heijenga,Guadalupe,9999-01-01
401000,Senior Engineer,Reeker,Barry,9999-01-01
205974,Engineer,Gajiwala,Mona,9999-01-01
406511,Senior Staff,Cappelli,Volkmar,9999-01-01
409120,Senior Staff,Sifakis,Panayotis,9999-01-01
474490,Senior Engineer,Koshiba,Stafford,9999-01-01
13721,Staff,Delgrossi,Sugwoo,9999-01-01
239261,Senior Engineer,Pileggi,Shem,9999-01-01
485742,Senior Engineer,Bernardinello,Mana,9999-01-01
224880,Technique Leader,Ramsay,Angus,9999-01-01
421526,Engineer,Christianini,Syozo,9999-01-01
234990,Engineer,Markovitch,Mohamadou,9999-01-01
410685,Staff,Beetstra,Sreekrishna,9999-01-01
32559,Senior Engineer,Thombley,Ingemar,9999-01-01
403815,Staff,Kornatzky,Sariel,9999-01-01
98495,Senior Staff,Showalter,Duke,9999-01-01
237546,Senior Staff,Clemencon,Guttorm,9999-01-01
12863,Engineer,Matheson,Leif,9999-01-01
226853,Assistant Engineer,Bail,Wuxu,9999-01-01
101915,Senior Engineer,Chenoweth,Mayuri,9999-01-01
430675,Senior Engineer,Comellas,Shiv,9999-01-01
78447,Staff,Bahk,Chiranjit,9999-01-01
467946,Senior Staff,Baar,Randi,9999-01-01
497239,Senior Engineer,Dymetman,Sivanarayana,9999-01-01
48370,Engineer,Pellegrinelli,Khatoun,9999-01-01
449664,Senior Engineer,Wielonsky,Toshimitsu,9999-01-01
